time,open,high,low,close,tick_volume,RSI,EMAF,EMAM,EMAS,Target
2018-01-08 10:00:00,1315.95,1316.78,1314.78,1316.38,16931,42.11812873357114,1318.4710387565783,1318.812962044652,1318.922178202039,1317.12
2018-01-08 11:00:00,1316.4,1317.44,1316.23,1317.12,10352,44.75694973802603,1318.2253953462912,1318.6013417890704,1318.7505421827973,1320.09
2018-01-08 12:00:00,1317.11,1320.98,1316.97,1320.09,17862,53.811888679004774,1318.5644143742381,1318.7874240654367,1318.8781095939594,1320.43
2018-01-08 13:00:00,1320.09,1321.08,1319.61,1320.43,13825,54.72217727450892,1318.9036117607402,1318.9927460572571,1319.0259086802491,1318.52
2018-01-08 14:00:00,1320.43,1320.58,1318.47,1318.52,16468,48.91925915272123,1318.8338641678783,1318.9336528001,1318.9777269011777,1320.01
2018-01-08 15:00:00,1318.53,1320.88,1317.14,1320.01,26151,53.07812188018769,1319.0477070464458,1319.0681962000874,1319.076038624875,1318.99
2018-01-08 16:00:00,1320.01,1320.86,1318.22,1318.99,25504,50.08709465671421,1319.0372148561828,1319.0584216750765,1319.0678444701252,1319.78
2018-01-08 17:00:00,1318.99,1320.54,1317.78,1319.78,25831,52.31686317315246,1319.172266700513,1319.148618965692,1319.1356688063038,1316.71
2018-01-08 18:00:00,1319.78,1319.78,1315.9,1316.71,24677,44.111891005682835,1318.7245818458744,1318.8437915949808,1318.904652729513,1318.15
2018-01-08 19:00:00,1316.71,1318.17,1316.15,1318.15,15157,48.19503015823135,1318.6201124193517,1318.7570676456082,1318.8327810409878,1318.94
2018-01-08 20:00:00,1318.15,1319.69,1317.77,1318.94,13178,50.32813901792422,1318.6782737976512,1318.7799341899072,1318.8429923704175,1319.08
2018-01-08 21:00:00,1318.93,1319.23,1318.18,1319.08,9137,50.71347006656642,1318.7513149253507,1318.8174424161687,1318.8655645256158,1320.04
2018-01-08 22:00:00,1319.07,1320.16,1318.79,1320.04,10380,53.37104591202313,1318.9856213025596,1318.9702621141478,1318.9774155231762,1320.16
2018-01-08 23:00:00,1320.05,1320.64,1319.96,1320.16,4762,53.70536511685769,1319.1991447020941,1319.1189793498793,1319.090042616207,1318.03
2018-01-09 01:00:00,1319.31,1320.36,1318.01,1318.03,8092,47.26113057559155,1318.986572938077,1318.9828569311444,1318.9890861765682,1317.95
2018-01-09 02:00:00,1318.02,1318.65,1317.7,1317.95,10380,47.0340189521766,1318.798105131154,1318.8537498147514,1318.8901255883236,1317.88
2018-01-09 03:00:00,1317.95,1318.48,1315.67,1317.88,20287,46.82307529758264,1318.6311769254896,1318.7320310879077,1318.7939231513403,1319.35
2018-01-09 04:00:00,1317.88,1319.43,1317.84,1319.35,16829,51.697328088440614,1318.761872029946,1318.8092772019193,1318.8468828512127,1319.01
2018-01-09 05:00:00,1319.35,1319.5,1318.21,1319.01,8895,50.549113189725354,1318.8069862063194,1318.8343675516794,1318.8624178177638,1318.77
2018-01-09 06:00:00,1319.02,1319.32,1318.4,1318.77,7468,49.71403027085691,1318.8002614415338,1318.8263216077196,1318.853616120834,1319.32
2018-01-09 07:00:00,1318.79,1320.17,1318.78,1319.32,9934,51.67426985634677,1318.8947593612547,1318.8880314067546,1318.8980336331356,1318.03
2018-01-09 08:00:00,1319.33,1319.58,1317.8,1318.03,11194,47.0638544093244,1318.7375303864812,1318.7807774809105,1318.8153637633131,1317.37
2018-01-09 09:00:00,1318.03,1318.67,1316.76,1317.37,17484,44.869366948656946,1318.48888849803,1318.6044302957966,1318.677710071569,1314.49
2018-01-09 10:00:00,1317.39,1317.64,1313.29,1314.49,27014,36.83854714492373,1317.7618178620246,1318.090126508822,1318.2788805409432,1315.39
2018-01-09 11:00:00,1314.49,1315.52,1313.89,1315.39,15350,40.40962487552479,1317.3305782507473,1317.7526106952193,1318.0037490608534,1314.88
2018-01-09 12:00:00,1315.39,1315.46,1313.89,1314.88,13778,39.06851313195061,1316.8850185687932,1317.393534358317,1317.706249150296,1314.97
2018-01-09 13:00:00,1314.89,1315.6,1313.99,1314.97,14658,39.448475673397375,1316.536833374467,1317.0905925635273,1317.445653993125,1314.47
2018-01-09 14:00:00,1314.96,1315.94,1314.25,1314.47,16637,38.036615797827736,1316.1610454882002,1316.7630184930863,1317.1622583747323,1312.55
2018-01-09 15:00:00,1314.49,1315.3,1310.52,1312.55,30089,33.15459579061804,1315.504491763073,1316.2363911814505,1316.7229956723768,1309.82
2018-01-09 16:00:00,1312.55,1313.25,1308.88,1309.82,36195,27.732038791629254,1314.4709478061507,1315.4343422837692,1316.0655675131027,1311.78
2018-01-09 17:00:00,1309.82,1313.03,1309.8,1311.78,36302,35.808061424827955,1313.9816845686687,1314.977549498298,1315.6574182261406,1311.01
2018-01-09 18:00:00,1311.78,1312.47,1310.35,1311.01,28599,34.19938782715992,1313.4413782834563,1314.4816058110107,1315.2148069665084,1311.77
2018-01-09 19:00:00,1311.02,1311.87,1310.06,1311.77,20659,37.18370863511391,1313.1374913228278,1314.1426550846345,1314.8867301125551,1312.73
2018-01-09 20:00:00,1311.77,1312.9,1311.5,1312.73,16162,40.816473404977444,1313.0634019914046,1313.9660731990552,1314.6813272446927,1313.72
2018-01-09 21:00:00,1312.73,1315.76,1312.69,1313.72,17149,44.37108966207992,1313.182783447513,1313.9353140491733,1314.5897722690077,1313.93
2018-01-09 22:00:00,1313.72,1314.33,1312.84,1313.93,14420,45.12021010067684,1313.3186410025107,1313.9346497930267,1314.5269368148165,1312.72
2018-01-09 23:00:00,1313.93,1314.23,1312.45,1312.72,5897,41.65707698617858,1313.2097971838723,1313.7828185688982,1314.3548475943578,1310.36
2018-01-10 01:00:00,1311.32,1312.38,1310.36,1310.36,9726,35.89908213047384,1312.69165224135,1313.354966247786,1313.9743859187047,1310.32
2018-01-10 02:00:00,1310.36,1310.83,1309.27,1310.32,15372,35.809196913180756,1312.2604427429228,1312.9755954668128,1313.6263491645423,1311.2
2018-01-10 03:00:00,1310.33,1311.23,1308.16,1311.2,20880,39.386534667218115,1312.0676349714822,1312.7536460334613,1313.3952682917286,1312.35
2018-01-10 04:00:00,1311.2,1312.49,1310.55,1312.35,12542,43.77389709275218,1312.1189740675761,1312.7031902792787,1313.2957189306117,1310.59
2018-01-10 05:00:00,1312.35,1312.35,1310.36,1310.59,9233,39.12962042375863,1311.8409787825622,1312.439041494369,1313.0380314134104,1310.52
2018-01-10 06:00:00,1310.58,1310.87,1309.46,1310.52,9925,38.953504751441265,1311.6008008220963,1312.199161307573,1312.7982188978476,1309.69
2018-01-10 07:00:00,1310.52,1311.32,1309.69,1309.69,11582,36.846654318906786,1311.2533824908062,1311.8855161441263,1312.5021980504337,1310.02
2018-01-10 08:00:00,1309.69,1310.69,1309.1,1310.02,18231,38.2689500350637,1311.0291311288413,1311.6523266261106,1312.2657982361065,1311.29
2018-01-10 09:00:00,1310.02,1311.72,1309.87,1311.29,24025,43.514417028454034,1311.0765618326884,1311.607035797847,1312.172865070763,1314.06
2018-01-10 10:00:00,1311.29,1314.92,1311.28,1314.06,26467,52.872630824739545,1311.619005135836,1311.9136563231161,1312.3525922068807,1314.54
2018-01-10 11:00:00,1314.06,1315.54,1313.97,1314.54,17805,54.27898875537986,1312.1500951111384,1312.2419492827266,1312.5609167586065,1321.17
2018-01-10 12:00:00,1314.55,1322.91,1314.17,1321.17,42080,68.28518857484057,1313.790077818204,1313.3579556223858,1313.3808294482628,1323.8
2018-01-10 13:00:00,1321.17,1327.82,1321.17,1323.8,36619,71.93875397199915,1315.6100636694396,1314.6632111695876,1314.3731314055713,1322.49
2018-01-10 14:00:00,1323.8,1325.47,1321.29,1322.49,31734,67.77212684037384,1316.8609611840868,1315.6415597733892,1315.1461665098025,1319.74
2018-01-10 15:00:00,1322.54,1323.54,1318.38,1319.74,33045,59.9609757353055,1317.3844227869802,1316.1538648017156,1315.5836744612498,1317.72
2018-01-10 16:00:00,1319.72,1321.01,1314.58,1317.72,38291,54.97435892397144,1317.4454368257109,1316.349631701501,1315.7871340363688,1319.21
2018-01-10 17:00:00,1317.72,1320.38,1317.48,1319.21,35346,57.751192685935315,1317.7662664937634,1316.7071777388132,1316.1131212710004,1317.15
2018-01-10 18:00:00,1319.2,1319.56,1315.63,1317.15,30147,52.916944827729004,1317.654218040352,1316.7625305214615,1316.2118716261432,1317.84
2018-01-10 19:00:00,1317.13,1318.02,1316.39,1317.84,18808,54.29011136842253,1317.6879965784697,1316.897214206279,1316.3669314712724,1318.41
2018-01-10 20:00:00,1317.84,1319.27,1317.78,1318.41,18804,55.44035357921822,1317.8192699278388,1317.086312430494,1316.5615094263894,1319.02
2018-01-10 21:00:00,1318.41,1319.24,1316.79,1319.02,22469,56.68999545433868,1318.0375844864134,1317.3280233766823,1316.7956513857807,1317.46
2018-01-10 22:00:00,1319.03,1320.44,1317.41,1317.46,18776,52.64464611727339,1317.9325691252473,1317.344520454597,1316.858922682373,1316.43
2018-01-10 23:00:00,1317.46,1317.8,1316.08,1316.43,5999,50.11481466694277,1317.6593747388388,1317.2302053977724,1316.8180729030994,1317.77
2018-01-11 01:00:00,1316.52,1317.88,1316.17,1317.77,7852,53.24652827264946,1317.679488422686,1317.2976797230508,1316.9087326266138,1318.91
2018-01-11 02:00:00,1317.77,1318.98,1317.72,1318.91,16370,55.77711263593398,1317.9032178003795,1317.4992197576694,1317.0993295193173,1318.08
2018-01-11 03:00:00,1318.9,1318.91,1317.26,1318.08,16049,53.517473829663295,1317.9353600184922,1317.5718172879608,1317.1927267079536,1320.14
2018-01-11 04:00:00,1318.09,1320.18,1317.88,1320.14,11696,58.03802385584928,1318.3362036514936,1317.8928401269657,1317.4734194024343,1319.14
2018-01-11 05:00:00,1320.14,1320.8,1318.9,1319.14,16903,55.24367807504379,1318.4823484421313,1318.0487351110949,1317.6321413641074,1317.56
2018-01-11 06:00:00,1319.14,1319.51,1316.58,1317.56,13132,51.080340525255195,1318.31464872538,1317.987643222208,1317.625270758002,1317.91
2018-01-11 07:00:00,1317.56,1318.59,1316.71,1317.91,12626,51.93998158587135,1318.2410762298564,1317.9779378194319,1317.6523878286685,1317.99
2018-01-11 08:00:00,1317.91,1319.49,1316.8,1317.99,12723,52.14592023574447,1318.1954260062462,1317.9794455920028,1317.6845413687954,1316.74
2018-01-11 09:00:00,1317.99,1318.45,1315.68,1316.74,17515,48.65556449275266,1317.9308030960196,1317.8245148930025,1317.5945850479577,1317.25
2018-01-11 10:00:00,1316.74,1317.83,1316.55,1317.25,19558,50.11518876570798,1317.807020714925,1317.7527005313773,1317.5617674243426,1318.32
2018-01-11 11:00:00,1317.25,1318.81,1316.8,1318.32,17281,53.111525519935,1317.9002896758477,1317.8236129649551,1317.6339800505957,1319.42
2018-01-11 12:00:00,1318.32,1320.19,1318.23,1319.42,16717,56.02115845855402,1318.1766006438754,1318.0231613443357,1317.8040771886342,1319.2
2018-01-11 13:00:00,1319.42,1319.61,1318.21,1319.2,13419,55.28600078293737,1318.3626732540797,1318.1702661762938,1317.9370222182881,1319.51
2018-01-11 14:00:00,1319.2,1320.46,1317.77,1319.51,30596,56.15466913388876,1318.5712781169743,1318.337732904257,1318.08682962607,1320.93
2018-01-11 15:00:00,1319.49,1322.74,1319.33,1320.93,42841,59.97123329161979,1319.000136641161,1318.661766291225,1318.3576077569205,1322.47
2018-01-11 16:00:00,1320.95,1323.33,1319.97,1322.47,34858,63.648054208207746,1319.6310208882226,1319.1377955048217,1318.7492641610233,1321.15
2018-01-11 17:00:00,1322.47,1323.5,1319.8,1321.15,38296,58.69663280198558,1319.9071989085458,1319.389321066719,1318.9779056694974,1321.69
2018-01-11 18:00:00,1321.15,1322.71,1320.53,1321.69,26325,60.058552830986805,1320.2313445615373,1319.6769059333792,1319.2362003676405,1322.22
2018-01-11 19:00:00,1321.7,1322.54,1321.65,1322.22,17134,61.39709324874526,1320.5929182776215,1319.9947926917068,1319.5203717611987,1322.51
2018-01-11 20:00:00,1322.22,1323.96,1321.05,1322.51,22240,62.14090539913908,1320.9414785907811,1320.3091936052435,1319.8050982601321,1323.19
2018-01-11 21:00:00,1322.51,1323.87,1322.42,1323.19,15852,63.88896921937669,1321.3503006651845,1320.669294404588,1320.1274698544053,1321.78
2018-01-11 22:00:00,1323.18,1323.29,1321.18,1321.78,12378,57.94500124847715,1321.428427816969,1320.8081326040146,1320.2848536777954,1322.28
2018-01-11 23:00:00,1321.78,1322.73,1321.78,1322.28,6030,59.380807946620635,1321.5832591229746,1320.9921160285128,1320.4748676132435,1322.79
2018-01-12 01:00:00,1321.86,1322.85,1321.55,1322.79,6027,60.841853875377424,1321.8026665551608,1321.2168515249487,1320.6953564119822,1324.34
2018-01-12 02:00:00,1322.79,1324.98,1322.75,1324.34,15778,64.9474561426946,1322.2639999087678,1321.60724508433,1321.0424653251266,1323.85
2018-01-12 03:00:00,1324.34,1324.43,1323.22,1323.85,12695,62.72010279748994,1322.5523635617192,1321.887589448789,1321.3098495798765,1326.26
2018-01-12 04:00:00,1323.86,1326.45,1323.61,1326.26,13486,68.42618717297918,1323.2264792777703,1322.4341407676905,1321.7812924770312,1327.29
2018-01-12 05:00:00,1326.25,1327.34,1325.74,1327.29,12499,70.49420469348745,1323.9653012272665,1323.041123171729,1322.3059312887424,1329.48
2018-01-12 06:00:00,1327.29,1330.33,1327.14,1329.48,16832,74.32514432411683,1324.9679737313998,1323.8459827752627,1322.9891759279099,1328.25
2018-01-12 07:00:00,1329.54,1329.99,1327.81,1328.25,15428,68.93889421334956,1325.5647057802362,1324.3964849283548,1323.4902067919184,1328.85
2018-01-12 08:00:00,1328.26,1329.4,1328.08,1328.85,11507,70.07242078760862,1326.1620320020113,1324.9531743123105,1324.0006632879263,1327.73
2018-01-12 09:00:00,1328.85,1329.43,1326.81,1327.73,20616,65.30594381299198,1326.4471170925547,1325.3002775232717,1324.3558382128856,1329.68
2018-01-12 10:00:00,1327.73,1329.74,1326.59,1329.68,27981,69.2125841344532,1327.0349139848174,1325.8477428328629,1324.8629012402298,1330.9
2018-01-12 11:00:00,1329.67,1332.42,1329.54,1330.9,26469,71.37334820087958,1327.7376568966688,1326.479274978755,1325.4378630268745,1331.77
2018-01-12 12:00:00,1330.9,1333.1,1330.07,1331.77,16370,72.83028858601527,1328.4708101881836,1327.1406156064106,1326.0409236909818,1331.28
2018-01-12 13:00:00,1331.77,1332.26,1330.58,1331.28,16344,70.66015793573447,1328.98157197215,1327.6580386556093,1326.5398833394597,1332.01
2018-01-12 14:00:00,1331.29,1332.69,1330.81,1332.01,16599,71.99227293705854,1329.532195249941,1328.2020338236582,1327.06084683094,1325.93
2018-01-12 15:00:00,1332.02,1333.1,1323.05,1325.93,43754,51.234172258879816,1328.8772506590424,1327.918029595701,1326.953147132755,1327.07
2018-01-12 16:00:00,1325.94,1328.49,1324.68,1327.07,41564,53.90426861609363,1328.5486596301255,1327.8120258962383,1326.9642759772544,1331.3
2018-01-12 17:00:00,1327.12,1332.37,1327.05,1331.3,38401,62.14449460010596,1329.048903333739,1328.2480226592083,1327.3772020746587,1330.74
2018-01-12 18:00:00,1331.24,1331.76,1330.02,1330.74,30709,60.60769560864426,1329.3563754548773,1328.5595198268072,1327.6974685437388,1331.88
2018-01-12 19:00:00,1330.74,1332.04,1330.62,1331.88,17831,62.62369686113017,1329.8152162812632,1328.9745798484564,1328.0958048729067,1337.68
2018-01-12 20:00:00,1331.88,1337.97,1331.73,1337.68,27758,70.7763686200503,1331.2451769573972,1330.0627573673994,1329.0085853612013,1337.54
2018-01-12 21:00:00,1337.66,1339.36,1336.78,1337.54,23716,70.37934885891029,1332.3896902378704,1330.9974126964744,1329.8211010410869,1338.06
2018-01-12 22:00:00,1337.53,1339.31,1337.23,1338.06,16469,71.02614680801219,1333.4206556491665,1331.8802361094151,1330.605758084793,1337.34
2018-01-12 23:00:00,1338.07,1339.05,1337.29,1337.34,8464,68.79751084454988,1334.1332637129544,1332.5627065957383,1331.24711445767,1336.84
2018-01-15 01:00:00,1335.4,1338.1,1335.4,1336.84,10009,67.22797357853464,1334.6253975833263,1333.097368271271,1331.7797702236062,1338.43
2018-01-15 02:00:00,1336.91,1338.66,1336.46,1338.43,17700,69.59162011480238,1335.317143477267,1333.7639472373621,1332.4131254404056,1339.27
2018-01-15 03:00:00,1338.41,1340.02,1337.25,1339.27,23760,70.78434491451085,1336.0358446632185,1334.4522038326918,1333.066161112748,1340.66
2018-01-15 04:00:00,1339.27,1342.05,1339.2,1340.66,19162,72.68395114598852,1336.8766001789968,1335.2281783536052,1333.7893838639147,1341.0
2018-01-15 05:00:00,1340.66,1341.27,1340.08,1341.0,11366,73.14162388869869,1337.6263092373608,1335.9496560594046,1334.4761092102087,1342.58
2018-01-15 06:00:00,1341.01,1342.87,1340.69,1342.58,12881,75.20967286003508,1338.5269802851133,1336.778449051979,1335.247908333046,1343.73
2018-01-15 07:00:00,1342.58,1344.72,1341.77,1343.73,20269,76.61391672771346,1339.472983869638,1337.6473929204815,1336.0557265870418,1340.96
2018-01-15 08:00:00,1343.73,1344.33,1340.15,1340.96,19803,66.8424886220221,1339.7433504387946,1338.061468805421,1336.5228002454187,1343.0
2018-01-15 09:00:00,1340.95,1343.56,1340.57,1343.0,17932,69.87429344112992,1340.335468540832,1338.6787852047435,1337.1396764125218,1340.84
2018-01-15 10:00:00,1343.0,1343.29,1340.68,1340.84,21893,63.307391407737434,1340.427201533408,1338.9489370541505,1337.492088182758,1342.94
2018-01-15 11:00:00,1340.84,1343.79,1340.44,1342.94,19903,66.57920568073938,1340.8840739818793,1339.4478199223818,1338.0109369272573,1343.07
2018-01-15 12:00:00,1342.94,1343.67,1342.3,1343.07,17710,66.77570142840621,1341.281515076083,1339.900592432084,1338.4927524579946,1341.6
2018-01-15 13:00:00,1343.07,1343.36,1341.19,1341.6,13594,62.335439207127735,1341.339421425886,1340.1130183780735,1338.7886807953284,1341.99
2018-01-15 14:00:00,1341.6,1342.29,1340.96,1341.99,13505,63.03415615875538,1341.457708439361,1340.3476410808144,1339.0935683386306,1342.13
2018-01-15 15:00:00,1341.99,1342.48,1340.4,1342.13,17822,63.2960395478894,1341.579943268568,1340.5704359457127,1339.38275230638,1340.85
2018-01-15 16:00:00,1342.12,1342.14,1340.25,1340.85,15644,59.18842866406745,1341.4472263106466,1340.6053814524987,1339.522490181963,1341.15
2018-01-15 17:00:00,1340.85,1341.66,1338.69,1341.15,18507,59.84283917668618,1341.393185163256,1340.6734587709363,1339.6774911170141,1340.7
2018-01-15 18:00:00,1341.14,1341.69,1340.36,1340.7,15116,58.339408340194616,1341.2671514972094,1340.6767764245694,1339.7748729153939,1339.98
2018-01-15 19:00:00,1340.71,1341.58,1339.76,1339.98,7668,55.930590950372824,1341.0331239522623,1340.5896793714983,1339.7944088282136,1341.52
2018-01-16 01:00:00,1340.36,1342.29,1339.14,1341.52,10434,59.7400758593267,1341.1216468700327,1340.705969450061,1339.958750844574,1340.35
2018-01-16 02:00:00,1341.51,1341.61,1340.14,1340.35,13058,55.812801710679565,1340.9813474391176,1340.6614732688035,1339.9960126689004,1340.6
2018-01-16 03:00:00,1340.36,1340.77,1338.16,1340.6,18722,56.467968320782795,1340.912011541096,1340.6537891102032,1340.0535352718623,1340.91
2018-01-16 04:00:00,1340.61,1341.98,1339.79,1340.91,16366,57.30893196032551,1340.911645806351,1340.6858154714278,1340.1351033412088,1340.59
